Location,Crossnumber,TrialName,FemalePlotName,FemaleGenotype,Cycle,MaleGenotype,MalePlotName,First Pollination Date,Number of Repeats,Bunch Harvest Date,Seed Extraction Date,Total Seeds,Good Seeds,Embryo Rescue Date,Number of Embryo Rescued,Number of Embryo Germinating,Germination Date,FemalePloidy,FemaleLink,MalePloidy,MaleLink
Sendusu,SE201908_(162635C1/132647),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C1,Nakasabira,1,7197-2,17-7197-2_R12C8_plot173,2019-08-13,2,2019-11-27,2019-12-06,7,5,2019-12-18,5,4,2020-01-06,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(162655C1/132433),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C12,Entukura,1,TMB2X5265-1,17-5265-1_R8C8_plot113,2019-08-10,3,2019-12-06,2019-12-19,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201908_(162658C2/132663),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C6,ITC1354-Enzirabahima,2,8075-7,17-8075-7_R3C15_plot30,2019-08-07,6,2019-11-15,2019-12-06,20,15,2019-12-18,15,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE201908_(162664C1/132660),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R20C3,Kabucuragye,1,7197-2,17-7197-2_R12C1_plot166,2019-08-12,3,2019-11-15,2019-12-06,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE201908_(162679C1/132522),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C12,ITC1354-Enzirabahima,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2019-08-24,1,2019-11-29,2019-12-12,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE201908_(162701C2/132466),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C6,Entukura,2,8075-7,17-8075-7_R1C1_plot1,2019-08-08,5,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201908_(162703C1/132660),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C3,ITC1355-Kazirakwe,1,7197-2,17-7197-2_R12C1_plot166,2019-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201908_(162725C1/132361),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C11,Nakasabira,1,7197-2,17-7197-2_R10C4_plot139,2019-08-19,3,2019-12-06,2019-12-12,30,24,2019-12-19,24,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(162727C2/132361),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C18,Entukura,2,7197-2,17-7197-2_R10C4_plot139,2019-08-14,2,2019-11-06,2019-12-06,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201908_(162731C2/132366),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C5,ITC1355-Kazirakwe,2,SH3362,17-SH3362_R19C10_plot280,2019-08-05,3,2019-10-31,2019-11-07,13,5,2019-11-19,5,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201908_(162732C1/132502),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C8,Entukura,1,8075-7,17-8075-7_R1C6_plot6,2019-08-17,NA,2019-12-11,2019-12-19,1,1,2020-01-06,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201908_(162737C2/132568),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C10,ITC1354-Enzirabahima,2,SH3217,17-SH3217_R13C6_plot186,2019-08-05,5,2019-11-15,2019-11-21,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE201908_(162747C1/132530),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C1,ITC1355-Kazirakwe,1,TMB2X5265-1,17-5265-1_R7C5_plot95,2019-08-06,2,2019-11-15,2019-12-06,1,0,2019-12-18,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201908_(162778C1/132578),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C5,Nakasabira,1,9128-3,17-9128-3_R5C9_plot69,2019-08-12,2,2019-11-22,2019-11-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(162784C2/132355),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C15,ITC1355-Kazirakwe,2,9128-3,17-9128-3_R6C1_plot76,2019-08-19,3,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201908_(162800C2/132396),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R21C10,Kabucuragye,2,TMB2X5265-1,17-5265-1_R7C6_plot96,2019-08-02,5,2019-11-22,2019-12-06,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE201908_(162808C1/132441),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C12,Nakasabira,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2019-08-23,2,2019-12-06,2019-12-12,1,0,2019-12-19,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(162827C1/132355),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R19C11,Kabucuragye,1,9128-3,17-9128-3_R6C1_plot76,2019-08-12,3,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE201908_(162827C1/132541),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R19C11,Kabucuragye,1,9128-3,17-9128-3_R6C3_plot78,2019-08-12,1,2019-11-06,2019-11-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE201908_(162860C2/132358),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C12,Tereza,2,9128-3,17-9128-3_R5C7_plot67,2019-08-29,6,2019-11-27,2019-12-06,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE201908_(162866C1/132584),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R7C2,IITA-Nakyetengu,1,SH3217,17-SH3217_R13C7_plot187,2019-08-14,2,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE201908_(162875C2/132684),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C16,ITC1354-Enzirabahima,2,7197-2,17-7197-2_R11C5_plot155,2019-08-23,2,2019-11-22,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE201908_(162921C2/132522),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R15C2,Nfuuka,2,TMB2X5265-1,17-5265-1_R9C5_plot125,2019-08-23,3,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE201908_(162922C1/132568),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C11,Nakasabira,1,SH3217,17-SH3217_R13C6_plot186,2019-08-10,NA,2019-11-22,2019-12-06,1,1,2019-12-18,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(162939C1/132462),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C8,Entukura,1,SH3217,17-SH3217_R13C8_plot188,2019-08-22,2,2019-11-22,2019-11-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201908_(162952C1/132547),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C10,Nakasabira,1,7197-2,17-7197-2_R11C7_plot157,2019-08-08,1,2019-11-15,2019-11-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(162970C1/132308),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R6C9,Entukura,1,SH3362,17-SH3362_R19C6_plot276,2019-08-26,2,2019-12-06,2019-12-19,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201908_(162981C1/132538),3X pollination block New Phase 2-Sendusu,Kabucuragye_14_Phase2_R20C7,Kabucuragye,1,7197-2,17-7197-2_R10C13_plot148,2019-08-27,3,2019-11-29,2019-12-12,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE201908_(163002C2/132530),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R33C6,Nakasabira,2,TMB2X5265-1,17-5265-1_R7C5_plot95,2019-08-12,2,2019-11-22,2019-12-06,1,1,2019-12-18,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(163006C2/132684),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R28C4,ITC1355-Kazirakwe,2,7197-2,17-7197-2_R11C5_plot155,2019-08-20,4,2019-11-22,2019-11-28,0,9,2019-12-18,9,1,2020-02-03,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201908_(163063C2/132647),3X pollination block New Phase 2-Sendusu,Nfuuka_14_Phase2_R14C4,Nfuuka,2,7197-2,17-7197-2_R12C8_plot173,2019-08-17,NA,2019-11-22,2019-11-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE201908_(163092C2/132433),3X pollination block New Phase 2-Sendusu,Nakyetengu_14_Phase2_R8C10,IITA-Nakyetengu,2,TMB2X5265-1,17-5265-1_R8C8_plot113,2019-08-22,3,2019-12-06,2020-01-02,10,6,2020-02-07,6,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE201908_(163127C2/132462),3X pollination block New Phase 2-Sendusu,Nakyetengu_14_Phase2_R7C10,IITA-Nakyetengu,2,SH3217,17-SH3217_R13C8_plot188,2019-08-24,2,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE201908_(163135C2/132672),3X pollination block New Phase 2-Sendusu,Enzirabahima_14_Phase2_R25C5,ITC1354-Enzirabahima,2,8075-7,17-8075-7_R3C10_plot40,2019-08-10,1,2019-11-15,2019-11-21,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE201908_(163141C1/132466),3X pollination block New Phase 2-Sendusu,Kabucuragye_14_Phase2_R21C3,Kabucuragye,1,8075-7,17-8075-7_R1C1_plot1,2019-08-26,3,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE201908_(163163C1/132584),3X pollination block New Phase 2-Sendusu,Nakyetengu_14_Phase2_R7C8,IITA-Nakyetengu,1,SH3217,17-SH3217_R13C7_plot187,2019-08-16,NA,2019-12-11,2020-01-02,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE201908_(163185C2/132358),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C7,Entukura,2,9128-3,17-9128-3_R5C7_plot67,2019-08-27,3,2019-11-27,2019-12-06,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201908_(163194C1/132522),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R33C1,Nakasabira,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2019-08-27,3,2019-12-06,2019-12-12,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(163203C2/132674),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R5C1,Entukura,2,7197-2,17-7197-2_R11C6_plot156,2019-08-26,2,2019-12-19,2020-01-09,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201908_(163257C2/132433),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R32C4,Nakasabira,2,TMB2X5265-1,17-5265-1_R8C8_plot113,2019-08-29,1,2019-12-06,2019-12-19,1,0,2020-01-06,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(163279C1/132441),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R30C9,ITC1355-Kazirakwe,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2019-08-14,2,2019-11-06,2019-11-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201908_(163317C1/132541),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R32C5,Nakasabira,1,9128-3,17-9128-3_R6C3_plot78,2019-08-10,NA,2019-11-15,2019-11-21,2,1,2019-12-04,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(163318C2/132663),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R30C7,ITC1355-Kazirakwe,2,8075-7,17-8075-7_R3C15_plot30,2019-08-03,1,2019-11-06,2019-11-15,5,3,2019-11-19,3,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201908_(163330C2/132676),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R19C3,Kabucuragye,2,SH3217,17-SH3217_R13C12_plot192,2019-08-27,3,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE201908_(163373C2/132672),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R27C7,ITC1354-Enzirabahima,2,8075-7,17-8075-7_R3C10_plot40,2019-08-19,3,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE201908_(163379C1/132396),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R33C9,Nakasabira,1,TMB2X5265-1,17-5265-1_R7C6_plot96,2019-08-02,2,2019-11-06,2019-11-21,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201908_(163393C2/132541),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R28C5,ITC1355-Kazirakwe,2,9128-3,17-9128-3_R6C3_plot78,2019-08-10,2,2019-11-29,2019-12-06,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201909_(162360C1/132691),2016 New 4x Female parents Sendusu,29275S-1_14_R9P4,29275S-1,1,10969S-1,17-10969s-1_R22C3_plot318,2019-09-25,NA,2020-01-20,2020-01-23,2,2,2020-01-28,2,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65838/view>view</a>,NA,NA
Sendusu,SE201909_(162366C1/132660),2016 New 4x Female parents Sendusu,29275S-1_14_R9P9,29275S-1,1,7197-2,17-7197-2_R12C1_plot166,2019-09-17,NA,2020-01-08,2020-01-17,70,39,2020-01-27,39,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65838/view>view</a>,NA,NA
Sendusu,SE201909_(162385C1/132556),2016 New 4x Female parents Sendusu,29275S-1_14_R9P6,29275S-1,1,10969S-1,17-10969s-1_R22C6_plot321,2019-09-20,2,2020-01-08,2020-01-17,0,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65838/view>view</a>,NA,NA
Sendusu,SE201909_(162414C2/132406),2016 New 4x Female parents Sendusu,29364S-2_14_R10P8,29364S-2,2,8075-7,17-8075-7_R3C7_plot37,2019-08-31,4,2020-01-08,2020-01-17,106,59,2020-01-27,59,10,2020-02-17,NA,<a  target=_blank href=https://musabase.org/stock/65842/view>view</a>,NA,NA
Sendusu,SE201909_(162416C2/132556),2016 New 4x Female parents Sendusu,29364S-2_14_R12P7,29364S-2,2,10969S-1,17-10969s-1_R22C6_plot321,2019-09-14,3,2020-01-08,2020-01-09,0,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65842/view>view</a>,NA,NA
Sendusu,SE201909_(162418C1/132691),2016 New 4x Female parents Sendusu,29275S-4_14_R1P5,29275S-4,1,10969S-1,17-10969s-1_R22C3_plot318,2019-09-26,NA,2020-01-08,2020-01-17,0,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65839/view>view</a>,NA,NA
Sendusu,SE201909_(162422C2/132660),2016 New 4x Female parents Sendusu,29275S-4_14_R1P7,29275S-4,2,7197-2,17-7197-2_R12C1_plot166,2019-09-06,2,2020-01-08,2020-01-09,0,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65839/view>view</a>,NA,NA
Sendusu,SE201909_(162426C1/132660),2016 New 4x Female parents Sendusu,29364S-2_14_R10P9,29364S-2,1,7197-2,17-7197-2_R12C1_plot166,2019-09-03,5,2019-12-16,2020-01-02,84,48,2020-01-16,48,11,2020-02-03,NA,<a  target=_blank href=https://musabase.org/stock/65842/view>view</a>,NA,NA
Sendusu,SE201909_(162438C2/132696),2016 New 4x Female parents Sendusu,25974S-17_14_R5P8,25974S-17,2,8075-7,17-8075-7_R1C3_plot3,2019-09-23,4,2020-02-11,2020-02-27,38,21,2020-03-05,21,3,2020-03-23,NA,<a  target=_blank href=https://musabase.org/stock/65664/view>view</a>,NA,NA
Sendusu,SE201909_(162461C1/132466),2016 New 4x Female parents Sendusu,29275S-1_14_R9P8,29275S-1,1,8075-7,17-8075-7_R1C1_plot1,2019-09-14,2,2020-01-08,2020-01-17,46,29,2020-01-23,29,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65838/view>view</a>,NA,NA
Sendusu,SE201909_(162473C2/132315),2016 New 4x Female parents Sendusu,29275S-1_14_R8P5,29275S-1,2,10969S-1,17-10969s-1_R23C1_plot331,2019-09-06,2,2020-01-08,2020-01-09,0,NA,NA,NA,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65838/view>view</a>,NA,NA
Sendusu,SE201909_(162512C2/132660),3X pollination block New Phase 1-Sendusu,Kabucuragye_14_Phase1_R19C17,Kabucuragye,2,7197-2,17-7197-2_R12C1_plot166,2019-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE201909_(162534C1/132493),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C8,ITC1355-Kazirakwe,1,SH3217,17-SH3217_R14C10_plot205,2019-09-17,2,2019-12-23,2020-01-09,3,3,2020-01-16,3,1,2020-02-03,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201909_(162543C2/132439),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R15C9,Nfuuka,2,TMB2X5265-1,17-5265-1_R7C1_plot91,2019-09-24,NA,2019-12-23,2020-01-09,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE201909_(162563C1/132478),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C4,Nakasabira,1,9128-3,17-9128-3_R6C8_plot83,2019-09-12,3,2019-11-29,2020-01-02,6,1,2020-01-16,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201909_(162574C2/132530),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C14,Entukura,2,TMB2X5265-1,17-5265-1_R7C5_plot95,2019-09-12,1,2020-01-08,2020-01-17,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201909_(162580C1/132308),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C15,ITC1354-Enzirabahima,1,SH3362,17-SH3362_R19C6_plot276,2019-09-09,1,2020-01-08,2020-01-09,1,1,2020-01-23,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE201909_(162601C2/132590),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C7,ITC1355-Kazirakwe,2,TMB2X5265-1,17-5265-1_R9C1_plot121,2019-09-24,NA,2019-12-23,2020-01-09,1,0,2020-01-16,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201909_(162614C2/132530),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C11,Nfuuka,2,TMB2X5265-1,17-5265-1_R7C5_plot95,2019-09-04,NA,2019-12-11,2019-12-19,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE201909_(162630C1/132410),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C17,ITC1355-Kazirakwe,1,8075-7,17-8075-7_R1C5_plot5,2019-09-21,3,2019-12-23,2020-01-09,12,5,2020-01-16,5,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201909_(162636C1/132584),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C5,Nfuuka,1,SH3217,17-SH3217_R13C7_plot187,2019-09-12,3,2019-12-06,2019-12-12,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE201909_(162654C2/132493),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C3,Nakasabira,2,SH3217,17-SH3217_R14C10_plot205,2019-09-19,2,2019-12-23,2020-01-09,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201909_(162712C2/132650),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R9C4,IITA-Nakyetengu,2,9128-3,17-9128-3_R5C6_plot66,2019-09-18,2,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE201909_(162722C2/132308),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C2,Nakasabira,2,SH3362,17-SH3362_R19C6_plot276,2019-09-07,NA,2019-11-27,2019-12-19,1,1,2020-01-06,1,1,2020-02-03,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201909_(162733C1/132512),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C9,Entukura,1,7197-2,17-7197-2_R12C4_plot169,2019-09-23,NA,2020-01-08,2020-01-17,5,5,2020-01-23,5,4,2020-02-10,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201909_(162741C2/132660),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C2,Entukura,2,7197-2,17-7197-2_R12C1_plot166,2019-09-17,3,2020-01-08,2020-01-17,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201909_(162742C2/132696),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C1,Nfuuka,2,8075-7,17-8075-7_R1C3_plot3,2019-09-17,NA,2019-12-23,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE201909_(162772C2/132686),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C1,ITC1354-Enzirabahima,2,9128-3,17-9128-3_R4C8_plot53,2019-09-27,NA,2020-01-20,2020-01-30,0,4,2020-02-07,4,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE201909_(162774C1/132696),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R29C4,ITC1355-Kazirakwe,1,8075-7,17-8075-7_R1C3_plot3,2019-09-03,2,2019-12-23,2020-01-09,1,1,2020-01-16,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE201909_(162775C2/132684),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C17,Entukura,2,7197-2,17-7197-2_R11C5_plot155,2019-09-12,1,2020-01-08,2020-01-17,1,1,2020-01-23,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201909_(162776C2/132310),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C2,Entukura,2,SH3217,17-SH3217_R14C11_plot206,2019-09-09,3,2019-12-23,2020-01-09,1,1,2020-01-16,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE201909_(162796C1/132660),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C8,Nakasabira,1,7197-2,17-7197-2_R12C1_plot166,2019-09-27,NA,2020-01-08,2020-01-17,3,3,2020-01-23,3,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201909_(162823C2/132310),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C14,Nakasabira,2,SH3217,17-SH3217_R14C11_plot206,2019-09-07,NA,2019-12-16,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE201909_(162866C2/132686),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R7C2,IITA-Nakyetengu,2,9128-3,17-9128-3_R4C8_plot53,2019-09-06,1,2019-12-23,2020-01-09,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
